Track ID,Name,Artist,Album Artist,Album,Genre,Comments,Kind,Size,Total Time,Track Number,Year,Bit Rate,Track Count,Composer,Publisher,Location,File Folder Count,Library Folder Count,Date Modified,Date Added
445,Say Something,A Great Big World,A Great Big World,Is There Anybody Out There?,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7750882,233000,17,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C17%20-%20A%20Great%20Big%20World%20-%20Is%20There%20Anybody%20Out%20There_%20-%20Say%20Something.m4a,-1,-1,2014-12-23T07:13:13Z,2023-10-23T02:03:28Z
446,Team,Lorde,Lorde,Pure Heroine,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6565879,193000,18,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C18%20-%20Lorde%20-%20Pure%20Heroine%20-%20Team.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:28Z
447,Let Her Go,Passenger,Passenger,All The Little Lights,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8676939,252000,19,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C19%20-%20Passenger%20-%20All%20The%20Little%20Lights%20-%20Let%20Her%20Go.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:28Z
448,Royals,Lorde,Lorde,Pure Heroine,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6443434,190000,20,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C20%20-%20Lorde%20-%20Pure%20Heroine%20-%20Royals.m4a,-1,-1,2014-12-23T07:10:52Z,2023-10-23T02:03:29Z
449,Let It Go,Idina Menzel,Idina Menzel,Frozen,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7754596,224000,21,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C21%20-%20Idina%20Menzel%20-%20Frozen%20-%20Let%20It%20Go.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
450,Wake Me Up,Avicii,Avicii,True,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8529122,249000,22,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C22%20-%20Avicii%20-%20True%20-%20Wake%20Me%20Up.m4a,-1,-1,2014-12-23T07:10:11Z,2023-10-23T02:03:29Z
451,Demons,Imagine Dragons,Imagine Dragons,Night Visions,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,5874442,177000,23,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C23%20-%20Imagine%20Dragons%20-%20Night%20Visions%20-%20Demons.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
452,Story Of My Life,One Direction,One Direction,Midnight Memories,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8290381,245000,24,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C24%20-%20One%20Direction%20-%20Midnight%20Memories%20-%20Story%20Of%20My%20Life.m4a,-1,-1,2014-12-23T07:05:52Z,2023-10-23T02:03:29Z
453,Chandelier,Sia,Sia,1000 Forms Of Fear,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7565385,216000,25,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C25%20-%20Sia%20-%201000%20Forms%20Of%20Fear%20-%20Chandelier.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
454,Black Widow,Iggy Azalea,Iggy Azalea,The New Classic,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7107866,209000,26,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C26%20-%20Iggy%20Azalea%20-%20The%20New%20Classic%20-%20Black%20Widow.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
455,Bang Bang,Jessie J,Jessie J,Sweet Talker,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6812331,199000,27,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C27%20-%20Jessie%20J%20-%20Sweet%20Talker%20-%20Bang%20Bang.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
456,Latch,Disclosure,Disclosure,Settle,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8757417,256000,29,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C29%20-%20Disclosure%20-%20Settle%20-%20Latch.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
457,Maps,Maroon 5,Maroon 5,V,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6634965,190000,29,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C29%20-%20Maroon%205%20-%20V%20-%20Maps.m4a,-1,-1,2014-12-23T07:13:48Z,2023-10-23T02:03:29Z
458,Loyal,Chris Brown,Chris Brown,X,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8853114,265000,30,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C30%20-%20Chris%20Brown%20-%20X%20-%20Loyal.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
459,Best Day Of My Life,American Authors,American Authors,"Oh, What A Life",Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6580142,194000,31,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C31%20-%20American%20Authors%20-%20Oh%2C%20What%20A%20Life%20-%20Best%20Day%20Of%20My%20Life.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
460,Habits (Stay High),Tove Lo,Tove Lo,Queen Of The Clouds,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6994941,209000,32,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C32%20-%20Tove%20Lo%20-%20Queen%20Of%20The%20Clouds%20-%20Habits%20%28Stay%20High%29.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
461,Summer,Calvin Harris,Calvin Harris,Motion,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7974166,224000,33,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C33%20-%20Calvin%20Harris%20-%20Motion%20-%20Summer.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
462,Boom Clap,Charli XCX,Charli XCX,The Fault In Our Stars,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,5710099,169000,34,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C34%20-%20Charli%20XCX%20-%20The%20Fault%20In%20Our%20Stars%20-%20Boom%20Clap.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:29Z
463,Drunk In Love,Beyoncé,Beyoncé,Beyoncé,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,10754693,323000,35,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C35%20-%20Beyonc%C3%A9%20-%20Beyonc%C3%A9%20-%20Drunk%20In%20Love.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
464,Anaconda,Nicki Minaj,Nicki Minaj,Anaconda,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8767542,260000,36,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C36%20-%20Nicki%20Minaj%20-%20Anaconda%20-%20Anaconda.m4a,-1,-1,2014-12-23T07:13:36Z,2023-10-23T02:03:30Z
465,Break Free,Ariana Grande,Ariana Grande,My Everything,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7256054,214000,37,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C37%20-%20Ariana%20Grande%20-%20My%20Everything%20-%20Break%20Free.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
466,Bailando,Enrique Iglesias,Enrique Iglesias,Sex And Love,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8491336,243000,38,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C38%20-%20Enrique%20Iglesias%20-%20Sex%20And%20Love%20-%20Bailando.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
467,Burn,Ellie Goulding,Ellie Goulding,Halcyon Days,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7841785,231000,39,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C39%20-%20Ellie%20Goulding%20-%20Halcyon%20Days%20-%20Burn.m4a,-1,-1,2014-12-23T07:13:13Z,2023-10-23T02:03:30Z
468,Wiggle,Jason Derulo,Jason Derulo,Talk Dirty,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6447136,193000,40,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C40%20-%20Jason%20Derulo%20-%20Talk%20Dirty%20-%20Wiggle.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
469,Rather Be,Clean Bandit,Clean Bandit,New Eyes,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7718773,227000,41,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C41%20-%20Clean%20Bandit%20-%20New%20Eyes%20-%20Rather%20Be.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
470,Don't Tell 'Em,Jeremih,Jeremih,Don't Tell 'Em,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8952934,269000,42,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C42%20-%20Jeremih%20-%20Don%27t%20Tell%20%27Em%20-%20Don%27t%20Tell%20%27Em.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
471,Show Me,Kid Ink,Kid Ink,My Own Lane,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7495233,217000,43,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C43%20-%20Kid%20Ink%20-%20My%20Own%20Lane%20-%20Show%20Me.m4a,-1,-1,2014-12-23T07:13:44Z,2023-10-23T02:03:30Z
472,Wrecking Ball,Miley Cyrus,Miley Cyrus,Bangerz,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7487062,221000,44,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C44%20-%20Miley%20Cyrus%20-%20Bangerz%20-%20Wrecking%20Ball.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
473,Not A Bad Thing,Justin Timberlake,Justin Timberlake,The 20/20 Experience 2 Of 2,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,22930063,691000,45,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C45%20-%20Justin%20Timberlake%20-%20The%2020_20%20Experience%202%20Of%202%20-%20Not%20A%20Bad%20Thing.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
474,Roar,Katy Perry,Katy Perry,Prism,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7546662,223000,46,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C46%20-%20Katy%20Perry%20-%20Prism%20-%20Roar.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
475,Ain't It Fun,Paramore,Paramore,Paramore,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,9928221,296000,47,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C47%20-%20Paramore%20-%20Paramore%20-%20Ain%27t%20It%20Fun.m4a,-1,-1,2014-12-23T07:13:43Z,2023-10-23T02:03:30Z
476,The Man,Aloe Blacc,Aloe Blacc,Lift Your Spirit,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8480712,254000,48,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C48%20-%20Aloe%20Blacc%20-%20Lift%20Your%20Spirit%20-%20The%20Man.m4a,-1,-1,2014-12-23T07:13:07Z,2023-10-23T02:03:30Z
477,This Is How We Roll,Florida Georgia Line,Florida Georgia Line,Here's To The Good Times This Is How We Roll,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7700738,222000,49,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C49%20-%20Florida%20Georgia%20Line%20-%20Here%27s%20To%20The%20Good%20Times%20This%20Is%20How%20We%20Roll%20-%20This%20Is%20How%20We%20Roll.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:30Z
478,Classic,MKTO,MKTO,MKTO,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,5843744,175000,50,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C50%20-%20MKTO%20-%20MKTO%20-%20Classic.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
479,A Sky Full Of Stars,Coldplay,Coldplay,Ghost Stories,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,9062129,268000,51,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C51%20-%20Coldplay%20-%20Ghost%20Stories%20-%20A%20Sky%20Full%20Of%20Stars.m4a,-1,-1,2014-12-23T07:10:52Z,2023-10-23T02:03:31Z
480,Don't,Ed Sheeran,Ed Sheeran,X,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7336768,219000,52,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C52%20-%20Ed%20Sheeran%20-%20X%20-%20Don%27t.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
481,Na Na,Trey Songz,Trey Songz,Trigga,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7665378,231000,53,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C53%20-%20Trey%20Songz%20-%20Trigga%20-%20Na%20Na.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
482,Hot N*gga,Bobby Shmurda,Bobby Shmurda,Shmurda She Wrote,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6509793,194000,54,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C54%20-%20Bobby%20Shmurda%20-%20Shmurda%20She%20Wrote%20-%20Hot%20N_gga.m4a,-1,-1,2014-12-23T07:13:06Z,2023-10-23T02:03:31Z
483,"Hold On, We're Going Home",Drake,Drake,Nothing Was The Same,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7517816,231000,55,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C55%20-%20Drake%20-%20Nothing%20Was%20The%20Same%20-%20Hold%20On%2C%20We%27re%20Going%20Home.m4a,-1,-1,2014-12-23T07:13:37Z,2023-10-23T02:03:31Z
484,Sing,Ed Sheeran,Ed Sheeran,X,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8327962,235000,56,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C56%20-%20Ed%20Sheeran%20-%20X%20-%20Sing.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
485,Radioactive,Imagine Dragons,Imagine Dragons,Night Visions,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6361768,186000,57,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C57%20-%20Imagine%20Dragons%20-%20Night%20Visions%20-%20Radioactive.m4a,-1,-1,2014-12-23T07:13:46Z,2023-10-23T02:03:31Z
486,My Ni**a,YG,YG,My Krazy Life,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7909622,235000,58,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C58%20-%20YG%20-%20My%20Krazy%20Life%20-%20My%20Ni__a.m4a,-1,-1,2014-12-23T07:13:11Z,2023-10-23T02:03:31Z
487,Cool Kids,Echosmith,Echosmith,Talking Dreams,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8492977,237000,59,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C59%20-%20Echosmith%20-%20Talking%20Dreams%20-%20Cool%20Kids.m4a,-1,-1,2014-12-23T07:13:40Z,2023-10-23T02:03:31Z
488,Hey Brother,Avicii,Avicii,True,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8429969,254000,60,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C60%20-%20Avicii%20-%20True%20-%20Hey%20Brother.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
489,Trumpets,Jason Derulo,Jason Derulo,Talk Dirty,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7227503,217000,61,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C61%20-%20Jason%20Derulo%20-%20Talk%20Dirty%20-%20Trumpets.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
490,Animals,Maroon 5,Maroon 5,V,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7925223,231000,62,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C62%20-%20Maroon%205%20-%20V%20-%20Animals.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
491,Burnin' It Down,Jason Aldean,Jason Aldean,"Old Boots, New Dirt",Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7546485,219000,63,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C63%20-%20Jason%20Aldean%20-%20Old%20Boots%2C%20New%20Dirt%20-%20Burnin%27%20It%20Down.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:31Z
492,Play It Again,Luke Bryan,Luke Bryan,Crash My Party,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8179407,226000,64,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C64%20-%20Luke%20Bryan%20-%20Crash%20My%20Party%20-%20Play%20It%20Again.m4a,-1,-1,2014-12-23T07:12:53Z,2023-10-23T02:03:31Z
493,2 On,Tinashe,Tinashe,Aquarius,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7634291,227000,65,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C65%20-%20Tinashe%20-%20Aquarius%20-%202%20On.m4a,-1,-1,2014-12-23T07:12:54Z,2023-10-23T02:03:32Z
494,Dirt,Florida Georgia Line,Florida Georgia Line,Anything Goes,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8021623,231000,66,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C66%20-%20Florida%20Georgia%20Line%20-%20Anything%20Goes%20-%20Dirt.m4a,-1,-1,2014-12-23T07:12:31Z,2023-10-23T02:03:32Z
495,Love Runs Out,OneRepublic,OneRepublic,Native,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7631271,224000,67,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C67%20-%20OneRepublic%20-%20Native%20-%20Love%20Runs%20Out.m4a,-1,-1,2014-12-23T07:13:41Z,2023-10-23T02:03:32Z
496,Bottoms Up,Brantley Gilbert,Brantley Gilbert,Just As I Am,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7574442,221000,68,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C68%20-%20Brantley%20Gilbert%20-%20Just%20As%20I%20Am%20-%20Bottoms%20Up.m4a,-1,-1,2014-12-23T07:13:19Z,2023-10-23T02:03:32Z
497,Shower,Becky G,Becky G,Shower,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7220862,206000,69,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C69%20-%20Becky%20G%20-%20Shower%20-%20Shower.m4a,-1,-1,2014-12-23T07:13:27Z,2023-10-23T02:03:32Z
498,Me And My Broken Heart,Rixton,Rixton,Me And My Broken Heart,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,6701613,194000,70,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C70%20-%20Rixton%20-%20Me%20And%20My%20Broken%20Heart%20-%20Me%20And%20My%20Broken%20Heart.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:32Z
499,Animals,Martin Garrix,Martin Garrix,Gold Skies EP,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,10245951,303000,71,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C71%20-%20Martin%20Garrix%20-%20Gold%20Skies%20EP%20-%20Animals.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:32Z
500,Lifestyle,Rich Gang,Rich Gang,Lifestyle,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,8957266,269000,72,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C72%20-%20Rich%20Gang%20-%20Lifestyle%20-%20Lifestyle.m4a,-1,-1,2014-12-23T07:13:16Z,2023-10-23T02:03:32Z
501,American Kids,Kenny Chesney,Kenny Chesney,The Big Revival,Pop,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,MPEG audio file,7030514,183000,73,2014,256,,george.ortha@ferialaw.com Feria Tantoco Robeniol Law Offices,,file://localhost/G:%5CShared%20Music%5C2014YearEndMusicTop100%20Songs%5C73%20-%20Kenny%20Chesney%20-%20The%20Big%20Revival%20-%20American%20Kids.m4a,-1,-1,2014-12-23T07:13:49Z,2023-10-23T02:03:32Z
